"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"18402","0",25000,"B","MORTGAGE",138000,34,"11-13.5","0-15"
"19767","0",10000,"A","MORTGAGE",106000,32,"Missing","0-15"
"27180","0",5500,"A","RENT",42230.04,33,"8-11","0-15"
"23976","1",11525,"C","RENT",30000,43,"13.5+","0-15"
"2385","0",4500,"B","RENT",48000,28,"11-13.5","0-15"
"4181","0",12000,"A","RENT",45000,34,"0-8","15-30"
"24471","0",13950,"B","MORTGAGE",70092,24,"11-13.5","0-15"
"25559","0",2800,"D","OWN",54000,23,"13.5+","0-15"
"25577","0",17400,"D","RENT",75000,32,"13.5+","0-15"
"4515","1",15000,"B","RENT",40000,23,"11-13.5","0-15"
"1213","0",12000,"A","MORTGAGE",90000,36,"0-8","0-15"
"14459","0",14500,"A","MORTGAGE",90000,35,"0-8","0-15"
"2811","0",14125,"A","OWN",30000,23,"0-8","Missing"
"18107","0",15000,"B","RENT",65000,23,"11-13.5","15-30"
"23062","0",9800,"C","MORTGAGE",58800,27,"11-13.5","0-15"
"26928","0",15000,"C","OWN",96000,28,"11-13.5","0-15"
"9123","1",9000,"D","RENT",38400,28,"13.5+","0-15"
"23609","0",17000,"E","MORTGAGE",97243.52,55,"Missing","0-15"
"11422","0",10000,"D","MORTGAGE",95004,21,"13.5+","0-15"
"11698","0",35000,"D","RENT",108350,58,"13.5+","0-15"
"13216","0",6000,"A","MORTGAGE",47000,24,"0-8","0-15"
"6757","0",1400,"A","RENT",24960,35,"8-11","0-15"
"7872","0",5000,"A","MORTGAGE",65000,34,"0-8","0-15"
"9469","0",5000,"B","MORTGAGE",37500,45,"11-13.5","0-15"
"22669","1",13000,"C","RENT",36000,23,"13.5+","0-15"
"14054","0",7000,"A","MORTGAGE",52500,25,"0-8","30-45"
"66","0",12000,"C","RENT",72000,28,"11-13.5","0-15"
"27458","0",20000,"D","RENT",77004,26,"11-13.5","0-15"
"13359","0",18000,"B","MORTGAGE",46028.1,27,"8-11","0-15"
"9629","0",8000,"A","MORTGAGE",140000,36,"0-8","15-30"
"9609","0",8000,"E","MORTGAGE",85000,32,"13.5+","0-15"
"10725","0",9000,"A","MORTGAGE",64000,34,"0-8","0-15"
"14630","0",5000,"A","RENT",50000,31,"0-8","0-15"
"14625","0",12000,"A","RENT",82700,26,"0-8","0-15"
"20475","0",10000,"D","MORTGAGE",65000,29,"13.5+","0-15"
"10520","0",5400,"A","MORTGAGE",121008,28,"0-8","0-15"
"21115","0",10000,"D","MORTGAGE",68500,23,"13.5+","0-15"
"28290","0",1500,"C","MORTGAGE",29000,31,"11-13.5","0-15"
"11223","0",30000,"A","RENT",128000,25,"0-8","15-30"
"15294","0",1500,"B","RENT",20004,23,"8-11","0-15"
"6774","0",9000,"B","MORTGAGE",85000,61,"8-11","0-15"
"25469","1",8400,"C","MORTGAGE",94000,44,"11-13.5","0-15"
"9324","1",8875,"B","MORTGAGE",37000,35,"11-13.5","0-15"
"2212","0",14000,"A","MORTGAGE",90000,29,"0-8","0-15"
"2960","0",2500,"B","RENT",24000,27,"8-11","0-15"
"4237","0",7125,"A","MORTGAGE",74004,40,"0-8","0-15"
"23738","0",4750,"B","OWN",12996,22,"Missing","0-15"
"23801","0",7500,"B","RENT",30000,21,"11-13.5","15-30"
"25390","0",10000,"A","MORTGAGE",66996,23,"8-11","15-30"
"23849","0",3100,"A","MORTGAGE",80000,28,"0-8","0-15"
"13902","0",16000,"A","MORTGAGE",80000,27,"0-8","0-15"
"5985","0",19200,"A","RENT",90000,27,"0-8","0-15"
"28396","0",9000,"C","RENT",1e+05,25,"11-13.5","0-15"
"24060","0",15000,"B","RENT",44531.76,39,"11-13.5","0-15"
"18841","0",3000,"A","RENT",40000,30,"0-8","0-15"
"17251","1",12250,"C","RENT",35000,21,"13.5+","0-15"
"11113","0",15000,"B","RENT",110000,35,"11-13.5","0-15"
"15015","1",2500,"B","RENT",19968,31,"8-11","0-15"
"25644","1",21000,"E","RENT",93000,26,"13.5+","15-30"
"16714","0",16700,"A","MORTGAGE",39000,32,"0-8","0-15"
"4149","0",28000,"B","OWN",125000,24,"8-11","0-15"
"26351","0",4200,"F","RENT",43000,25,"Missing","0-15"
"28597","0",15000,"C","MORTGAGE",1e+05,23,"11-13.5","0-15"
"473","0",14125,"A","RENT",32000,23,"0-8","0-15"
"15113","1",2800,"A","RENT",14400,22,"0-8","0-15"
"24673","0",1000,"A","MORTGAGE",69000,22,"0-8","0-15"
"13018","0",7200,"B","MORTGAGE",53000,31,"8-11","0-15"
"7390","0",15000,"A","MORTGAGE",90000,29,"0-8","0-15"
"6257","1",4200,"B","RENT",60000,23,"8-11","0-15"
"4154","0",6000,"A","RENT",18000,22,"0-8","0-15"
"3971","0",12000,"B","RENT",42600,30,"11-13.5","0-15"
"24454","0",4800,"B","RENT",64744,29,"Missing","0-15"
"16405","0",3000,"A","RENT",57000,24,"0-8","0-15"
"24222","0",20000,"B","RENT",78000,28,"11-13.5","0-15"
"26212","0",16000,"B","OTHER",58000,23,"11-13.5","0-15"
"21591","0",15000,"B","OWN",39828,21,"8-11","Missing"
"15786","0",3700,"B","RENT",25200,28,"8-11","0-15"
"5326","1",8000,"A","RENT",38000,35,"0-8","15-30"
"2806","0",7200,"A","MORTGAGE",82008,35,"0-8","0-15"
"24801","0",20000,"C","RENT",1e+05,33,"Missing","0-15"
"9572","0",4000,"B","RENT",31104,26,"8-11","0-15"
"25160","1",21600,"B","RENT",90000,22,"11-13.5","0-15"
"16685","0",8500,"A","MORTGAGE",60900,55,"0-8","0-15"
"28706","0",9800,"A","MORTGAGE",60000,26,"0-8","0-15"
"20887","1",10000,"B","RENT",43200,53,"8-11","0-15"
"10476","0",3000,"B","RENT",45000,22,"11-13.5","0-15"
"140","0",35000,"B","MORTGAGE",168000,25,"8-11","0-15"
"8546","0",16200,"C","RENT",50000,28,"13.5+","0-15"
"15486","1",10000,"A","OWN",123996,25,"0-8","0-15"
"8062","0",6000,"C","MORTGAGE",48000,27,"11-13.5","0-15"
"28457","0",8500,"D","RENT",28700,26,"13.5+","0-15"
"1763","0",10175,"B","MORTGAGE",45136,28,"11-13.5","0-15"
"1219","0",8500,"B","RENT",50000,21,"8-11","0-15"
"6035","0",9475,"C","MORTGAGE",66901,29,"Missing","15-30"
"18167","1",5000,"A","RENT",40000,45,"Missing","0-15"
"19579","0",1500,"D","RENT",35004,23,"13.5+","0-15"
"13604","0",4900,"C","RENT",36504,23,"11-13.5","0-15"
"26107","0",10000,"C","MORTGAGE",135000,35,"11-13.5","0-15"
"9350","0",10000,"E","RENT",54000,22,"13.5+","0-15"
"19213","0",12800,"C","RENT",46000,35,"11-13.5","0-15"
"4033","0",12500,"A","MORTGAGE",65004,22,"0-8","0-15"
"13506","0",25000,"B","RENT",60000,24,"11-13.5","0-15"
"7035","0",35000,"C","MORTGAGE",170000,29,"11-13.5","0-15"
"20414","0",10000,"C","RENT",36000,22,"11-13.5","0-15"
"583","0",10000,"C","RENT",40000,22,"13.5+","0-15"
"23463","0",10000,"A","OWN",91000,35,"8-11","0-15"
"2761","0",5225,"B","MORTGAGE",55000,24,"8-11","0-15"
"27202","0",8000,"A","MORTGAGE",36000,21,"8-11","0-15"
"14824","0",18500,"A","MORTGAGE",130000,24,"Missing","0-15"
"4400","0",25600,"B","MORTGAGE",85000,24,"11-13.5","15-30"
"7312","0",24000,"B","MORTGAGE",92000,29,"11-13.5","0-15"
"23742","0",8000,"B","RENT",44000,39,"11-13.5","0-15"
"5911","0",4400,"B","OWN",26496,34,"8-11","0-15"
"26527","0",10750,"D","RENT",41000,37,"13.5+","0-15"
"11969","0",7000,"A","MORTGAGE",160000,29,"Missing","0-15"
"28745","0",9300,"C","RENT",62000,28,"11-13.5","0-15"
"25035","0",9200,"A","MORTGAGE",61476,34,"0-8","0-15"
"23642","0",8000,"A","RENT",28000,23,"0-8","0-15"
"22178","0",14000,"C","MORTGAGE",79000,26,"13.5+","0-15"
"1348","0",21000,"C","MORTGAGE",96000,25,"13.5+","0-15"
"5605","0",3200,"A","OWN",50000,28,"8-11","0-15"
"7491","0",5000,"C","MORTGAGE",43000,28,"11-13.5","0-15"
"8598","0",2500,"A","MORTGAGE",81000,28,"0-8","0-15"
"22400","0",9000,"B","RENT",24000,34,"11-13.5","0-15"
"18622","0",6000,"B","MORTGAGE",115000,26,"8-11","0-15"
"18509","0",12000,"A","MORTGAGE",72984,24,"Missing","0-15"
"20602","0",16000,"C","OWN",50000,31,"13.5+","0-15"
"985","0",12000,"A","RENT",76000,22,"0-8","0-15"
"4609","0",14000,"B","RENT",56000,27,"8-11","0-15"
"142","1",16000,"B","RENT",58500,22,"11-13.5","0-15"
"20312","0",12000,"C","RENT",48074,25,"13.5+","0-15"
"18595","0",7800,"A","RENT",43000,26,"0-8","0-15"
"6572","0",5400,"A","MORTGAGE",120000,37,"0-8","0-15"
"26800","1",20000,"D","RENT",82042,23,"13.5+","0-15"
"5606","0",4600,"C","RENT",30000,24,"Missing","0-15"
"10467","1",6250,"C","MORTGAGE",86000,36,"11-13.5","0-15"
"26239","0",18000,"C","MORTGAGE",30144,34,"11-13.5","0-15"
"25493","0",9600,"A","RENT",120000,28,"0-8","0-15"
"20606","0",7000,"A","MORTGAGE",51000,25,"0-8","0-15"
"13709","0",8000,"B","MORTGAGE",99000,44,"8-11","0-15"
"19218","0",10000,"A","RENT",80004,35,"0-8","0-15"
"4530","1",3500,"A","MORTGAGE",86964,23,"0-8","0-15"
"16102","0",2500,"C","RENT",72000,27,"13.5+","0-15"
"18564","0",7000,"B","RENT",120000,23,"8-11","0-15"
"27153","0",14000,"B","RENT",55992,22,"11-13.5","0-15"
"4491","0",10200,"A","RENT",132000,36,"0-8","0-15"
"14043","0",10000,"A","RENT",42000,26,"0-8","0-15"
"7292","0",5000,"A","MORTGAGE",103000,28,"0-8","0-15"
"19043","0",3500,"C","RENT",44000,37,"13.5+","0-15"
"3214","0",7600,"A","OWN",28000,35,"0-8","0-15"
"22606","0",20000,"C","RENT",94050,28,"13.5+","0-15"
"8257","0",8000,"B","MORTGAGE",61000,22,"11-13.5","0-15"
"18478","0",1450,"D","RENT",30000,23,"13.5+","0-15"
"20944","0",2500,"E","RENT",38000,25,"13.5+","0-15"
"27111","0",15000,"C","MORTGAGE",51036,23,"11-13.5","15-30"
"12783","0",12000,"A","MORTGAGE",48000,24,"0-8","0-15"
"27756","0",5150,"C","MORTGAGE",105000,33,"11-13.5","0-15"
"25197","0",18000,"C","RENT",102000,24,"11-13.5","0-15"
"2499","0",5875,"B","RENT",40000,26,"11-13.5","0-15"
"26586","0",10000,"B","RENT",54480,24,"11-13.5","0-15"
"27887","0",8000,"D","RENT",55161.6,23,"11-13.5","0-15"
"4404","0",5000,"A","MORTGAGE",35000,22,"0-8","0-15"
"3915","0",8500,"A","MORTGAGE",86000,39,"0-8","0-15"
"13788","0",14400,"B","RENT",64000,25,"8-11","0-15"
"3019","0",10000,"A","OWN",50000,32,"0-8","Missing"
"17615","0",25000,"B","RENT",145000,36,"Missing","0-15"
"10125","0",14100,"B","MORTGAGE",51900,22,"11-13.5","0-15"
"18706","0",10000,"C","RENT",30000,22,"13.5+","0-15"
"1350","0",5000,"A","RENT",26000,28,"0-8","0-15"
"2182","0",5500,"B","RENT",36000,26,"8-11","0-15"
"11384","0",7000,"C","RENT",42000,22,"11-13.5","0-15"
"21405","0",3000,"B","MORTGAGE",54900,25,"8-11","0-15"
"16308","0",10000,"A","RENT",71496,23,"0-8","0-15"
"8993","0",1800,"D","RENT",15000,33,"13.5+","0-15"
"5641","0",6000,"C","OWN",50460.8,21,"11-13.5","0-15"
"6816","0",4000,"A","MORTGAGE",45000,27,"0-8","0-15"
"25168","0",20000,"E","RENT",75996,23,"13.5+","0-15"
"23403","0",20000,"E","RENT",125000,35,"Missing","0-15"
"7868","1",8450,"A","MORTGAGE",98400,26,"0-8","0-15"
"2555","0",4000,"A","OWN",29120,27,"Missing","0-15"
"12661","0",2400,"C","MORTGAGE",30996,32,"13.5+","0-15"
"24007","0",6000,"C","RENT",47000,25,"11-13.5","0-15"
"1769","0",24000,"A","MORTGAGE",88620,22,"0-8","15-30"
"812","1",5000,"A","RENT",84855,29,"0-8","Missing"
"25800","0",7200,"A","RENT",59000,22,"0-8","0-15"
"9891","0",10000,"C","RENT",50000,22,"13.5+","0-15"
"10695","0",2500,"D","MORTGAGE",42000,24,"13.5+","0-15"
"16515","0",12000,"A","RENT",49600,25,"0-8","15-30"
"1850","0",21000,"A","OWN",60000,30,"0-8","0-15"
"4110","0",4800,"A","RENT",20400,27,"Missing","Missing"
"8221","0",3450,"B","MORTGAGE",45000,27,"11-13.5","15-30"
"9455","0",6000,"A","RENT",70000,23,"0-8","0-15"
"1271","0",10000,"A","RENT",70360,35,"0-8","0-15"
"10128","0",6000,"A","RENT",25200,21,"0-8","0-15"
"19688","0",14000,"B","OWN",78465,28,"11-13.5","0-15"
"18249","0",1000,"E","RENT",40500,21,"13.5+","0-15"
"10756","0",2400,"B","RENT",57110,36,"8-11","0-15"
"3620","0",17000,"B","MORTGAGE",72000,26,"8-11","15-30"
"18645","0",6000,"B","RENT",27600,22,"8-11","0-15"
"13204","1",7000,"A","RENT",42000,33,"0-8","0-15"
"21883","0",10000,"B","RENT",33600,22,"8-11","0-15"
"5249","0",18500,"A","MORTGAGE",115000,28,"Missing","0-15"
"23627","0",20000,"D","RENT",60000,25,"13.5+","0-15"
"18297","0",7000,"A","RENT",43000,33,"0-8","0-15"
"25276","0",21000,"F","RENT",48000,26,"13.5+","0-15"
"17454","0",6000,"B","RENT",36000,23,"11-13.5","0-15"
"22725","0",1000,"B","MORTGAGE",57600,23,"Missing","0-15"
"1585","0",15000,"B","RENT",47840,43,"11-13.5","15-30"
"19439","0",4000,"B","RENT",45576,32,"8-11","0-15"
"10799","0",7200,"B","RENT",54996,24,"Missing","0-15"
"13769","0",8000,"D","MORTGAGE",36400,31,"13.5+","0-15"
"12441","0",10000,"D","RENT",36712,22,"13.5+","0-15"
"24955","0",4500,"A","MORTGAGE",1e+05,32,"Missing","0-15"
"13201","0",5000,"A","MORTGAGE",85000,23,"0-8","0-15"
"16226","0",6000,"A","RENT",564000,34,"0-8","0-15"
"5072","0",8000,"A","RENT",40000,31,"0-8","0-15"
"11376","0",6000,"B","RENT",85000,27,"Missing","0-15"
"22879","0",10000,"D","RENT",86000,25,"Missing","0-15"
"2369","0",2500,"A","MORTGAGE",36538.32,29,"0-8","0-15"
"28308","0",1200,"A","RENT",33000,23,"8-11","0-15"
"11080","0",13500,"A","MORTGAGE",34000,31,"0-8","0-15"
"18697","1",8000,"B","OWN",40000,25,"8-11","0-15"
"11790","0",5950,"A","RENT",78000,25,"0-8","0-15"
"24574","0",18400,"D","RENT",121000,31,"Missing","15-30"
"9585","1",9600,"C","MORTGAGE",130000,45,"13.5+","0-15"
"15291","0",10000,"A","MORTGAGE",150996,31,"0-8","0-15"
"3589","0",7500,"D","MORTGAGE",35000,36,"13.5+","0-15"
"1931","0",17000,"C","RENT",60000,27,"Missing","0-15"
"28937","1",6800,"C","RENT",51000,33,"11-13.5","0-15"
"171","0",14400,"C","MORTGAGE",60000,28,"11-13.5","15-30"
"2447","0",3000,"B","RENT",43500,30,"11-13.5","0-15"
"8398","0",6000,"A","MORTGAGE",106000,33,"8-11","0-15"
"21445","0",10750,"A","MORTGAGE",39000,22,"Missing","15-30"
"13387","0",7750,"B","MORTGAGE",62000,24,"8-11","0-15"
"6677","0",4900,"B","RENT",69600,24,"8-11","0-15"
"9365","0",7175,"A","RENT",85000,23,"0-8","0-15"
"13273","0",5000,"A","OWN",64000,27,"0-8","15-30"
"19048","0",25000,"D","MORTGAGE",230004,43,"13.5+","15-30"
"18125","0",10950,"A","MORTGAGE",65000,26,"0-8","0-15"
"8920","0",10000,"C","MORTGAGE",1e+05,29,"13.5+","0-15"
"4427","1",6000,"B","OWN",68000,25,"11-13.5","0-15"
"364","0",8000,"B","RENT",85000,28,"11-13.5","0-15"
"17450","0",9250,"D","MORTGAGE",75000,22,"13.5+","0-15"
"23219","0",8000,"B","RENT",40000,22,"11-13.5","0-15"
"20641","0",2000,"C","RENT",23040,21,"11-13.5","0-15"
"23260","0",13000,"B","MORTGAGE",1e+05,24,"11-13.5","0-15"
"27792","0",7000,"B","MORTGAGE",63000,24,"Missing","0-15"
"23269","0",18000,"B","MORTGAGE",112500,25,"11-13.5","0-15"
"13206","0",15000,"B","RENT",51000,22,"11-13.5","15-30"
"9343","0",6000,"A","OWN",14400,24,"0-8","0-15"
"10767","0",2500,"B","RENT",14400,34,"8-11","0-15"
"13126","1",2375,"B","RENT",9600,21,"8-11","Missing"
"20616","0",2000,"D","RENT",48000,28,"13.5+","0-15"
"2307","0",35000,"A","MORTGAGE",70000,26,"0-8","0-15"
"13317","0",6200,"D","RENT",30000,22,"Missing","0-15"
"12761","0",6000,"C","RENT",85000,27,"11-13.5","15-30"
"26953","1",7500,"C","RENT",26300,38,"11-13.5","0-15"
"19232","0",18000,"A","MORTGAGE",65000,27,"0-8","0-15"
"7862","0",3000,"D","RENT",55000,33,"13.5+","0-15"
"8000","0",5050,"A","MORTGAGE",72000,43,"0-8","0-15"
"12893","1",10000,"E","RENT",19896,37,"13.5+","0-15"
"18571","0",1500,"C","RENT",38004,29,"13.5+","0-15"
"11704","0",8000,"B","RENT",64000,23,"8-11","0-15"
"7879","0",10625,"A","RENT",62467,24,"8-11","0-15"
"20420","0",10000,"B","MORTGAGE",65000,34,"11-13.5","15-30"
"22609","0",5000,"B","RENT",23000,24,"Missing","0-15"
"24857","0",15000,"B","MORTGAGE",150000,56,"11-13.5","0-15"
"15298","0",6000,"D","MORTGAGE",26500,21,"13.5+","0-15"
"4148","0",10500,"A","MORTGAGE",70000,23,"0-8","Missing"
"19491","0",20000,"B","MORTGAGE",48000,29,"11-13.5","0-15"
"8370","0",5000,"A","MORTGAGE",79200,23,"0-8","15-30"
"15149","0",10000,"A","MORTGAGE",120000,29,"0-8","15-30"
"23915","0",6500,"A","MORTGAGE",86044,43,"0-8","15-30"
"19784","0",3000,"B","RENT",55000,23,"8-11","0-15"
"8722","0",7800,"B","MORTGAGE",26000,23,"8-11","0-15"
"28409","0",12000,"A","MORTGAGE",90000,28,"8-11","0-15"
"14624","0",4800,"C","RENT",30000,24,"11-13.5","0-15"
"572","0",10500,"C","MORTGAGE",42000,22,"13.5+","0-15"
"15623","1",1200,"C","MORTGAGE",48000,29,"11-13.5","0-15"
"2437","0",9500,"B","MORTGAGE",90000,25,"11-13.5","0-15"
"22284","0",24250,"B","OWN",142000,29,"11-13.5","0-15"
"4396","0",35000,"D","MORTGAGE",305000,31,"13.5+","0-15"
"13472","0",25000,"G","MORTGAGE",130000,28,"13.5+","0-15"
"22948","0",9000,"A","MORTGAGE",160000,25,"Missing","0-15"
"13270","0",10000,"A","RENT",90000,61,"0-8","0-15"
"16555","0",3000,"C","RENT",15000,27,"11-13.5","0-15"
"28437","1",15000,"C","MORTGAGE",67200,32,"11-13.5","0-15"
"20664","0",6500,"A","MORTGAGE",52000,26,"0-8","0-15"
"19149","0",3000,"A","RENT",42000,37,"0-8","0-15"
"25850","0",9250,"B","MORTGAGE",65000,26,"Missing","0-15"
"3632","0",6000,"C","MORTGAGE",45516,29,"11-13.5","15-30"
"12002","0",2000,"B","MORTGAGE",35000,24,"8-11","15-30"
"16014","1",9925,"D","MORTGAGE",63655,24,"13.5+","0-15"
"21202","0",1000,"B","OWN",14400,30,"8-11","0-15"
"18501","0",10000,"A","RENT",68580,30,"0-8","0-15"
"14085","0",12000,"B","MORTGAGE",98000,30,"8-11","0-15"
"3887","1",5000,"B","RENT",57000,26,"11-13.5","15-30"
"23733","1",19975,"C","RENT",125000,28,"13.5+","0-15"
"9290","0",10000,"A","RENT",75000,26,"0-8","0-15"
"15341","0",15000,"B","MORTGAGE",57996,41,"8-11","0-15"
"3756","0",15000,"B","RENT",32000,27,"Missing","0-15"
"2390","0",14500,"A","RENT",162000,25,"0-8","0-15"
"24577","0",18000,"B","RENT",116004,26,"11-13.5","0-15"
"22438","0",8000,"C","RENT",53000,23,"13.5+","0-15"
"22705","0",1000,"D","RENT",16000,21,"13.5+","0-15"
"13978","0",1375,"A","RENT",37500,38,"0-8","0-15"
"4425","0",5000,"D","RENT",60000,22,"13.5+","0-15"
"2848","0",20000,"B","RENT",74000,24,"11-13.5","0-15"
"15127","1",13775,"C","RENT",32878,40,"11-13.5","0-15"
"10851","0",4800,"A","OWN",36000,30,"Missing","0-15"
"11195","1",2400,"A","RENT",41000,28,"0-8","0-15"
"13632","1",20000,"F","RENT",62000,28,"13.5+","0-15"
"1351","0",10000,"A","RENT",45000,30,"0-8","0-15"
"21383","0",4000,"B","RENT",12000,36,"8-11","Missing"
"28935","0",6400,"C","RENT",95000,32,"11-13.5","0-15"
"22434","0",11500,"A","RENT",74500,32,"0-8","0-15"
"11643","0",7000,"B","RENT",85000,23,"8-11","0-15"
"21763","0",6000,"E","RENT",51000,24,"13.5+","0-15"
"26170","0",7000,"A","RENT",30000,30,"Missing","0-15"
"5125","0",7350,"B","MORTGAGE",220000,34,"11-13.5","0-15"
"25464","0",12000,"B","MORTGAGE",74000,23,"11-13.5","0-15"
"9247","0",4000,"A","OWN",80000,23,"0-8","15-30"
"19301","1",1700,"A","MORTGAGE",84000,25,"0-8","0-15"
"1494","0",12000,"B","RENT",34000,24,"11-13.5","0-15"
"28003","0",5000,"A","MORTGAGE",48000,24,"0-8","0-15"
"19492","1",15000,"C","MORTGAGE",135000,28,"13.5+","0-15"
"15361","0",10000,"A","MORTGAGE",80000,25,"0-8","0-15"
"14131","0",15000,"C","MORTGAGE",165000,31,"11-13.5","0-15"
"13274","0",7750,"A","OWN",43000,22,"0-8","0-15"
"24197","0",25000,"D","RENT",1e+05,26,"13.5+","0-15"
"16318","0",10000,"B","RENT",80000,25,"11-13.5","0-15"
"27016","0",8400,"C","RENT",90000,26,"Missing","0-15"
"15819","0",4200,"C","RENT",30000,25,"11-13.5","0-15"
"13930","0",6250,"B","RENT",18000,29,"8-11","0-15"
"28987","1",2100,"D","RENT",12500,30,"11-13.5","0-15"
"8775","0",8000,"A","OWN",22000,28,"0-8","0-15"
"9996","0",3000,"A","RENT",16800,35,"0-8","0-15"
"14916","0",1500,"B","MORTGAGE",40000,41,"8-11","0-15"
"12790","0",20000,"B","MORTGAGE",260000,29,"8-11","0-15"
"8523","0",20000,"C","MORTGAGE",52000,22,"13.5+","0-15"
"14613","0",10800,"A","MORTGAGE",72000,22,"0-8","0-15"
"10260","0",8000,"A","MORTGAGE",55000,23,"0-8","0-15"
"27858","0",2700,"B","RENT",51000,25,"8-11","0-15"
"16069","1",1500,"B","RENT",24000,31,"11-13.5","0-15"
"596","0",7200,"B","RENT",23000,24,"11-13.5","0-15"
"6949","0",9000,"B","MORTGAGE",102500,27,"11-13.5","0-15"
"1954","0",1200,"C","MORTGAGE",110000,25,"11-13.5","0-15"
"23994","1",10000,"C","OWN",72000,29,"Missing","0-15"
"2669","0",4500,"C","RENT",35000,22,"13.5+","0-15"
"7129","0",5000,"B","RENT",150000,24,"Missing","0-15"
"14240","0",10000,"A","RENT",52000,25,"0-8","0-15"
"9814","1",9600,"D","RENT",60000,25,"13.5+","0-15"
"20173","0",16750,"C","RENT",50496,22,"11-13.5","0-15"
"5275","0",15000,"A","MORTGAGE",35000,24,"0-8","0-15"
"26585","0",2400,"C","RENT",77700,27,"Missing","0-15"
"18687","0",8500,"A","OWN",36000,23,"0-8","0-15"
"20171","0",7000,"B","MORTGAGE",43000,22,"8-11","0-15"
"11256","0",4000,"B","MORTGAGE",64000,24,"8-11","30-45"
"9376","0",5000,"A","MORTGAGE",95000,30,"0-8","15-30"
"21944","0",22000,"B","MORTGAGE",75693.81,33,"8-11","0-15"
"7342","0",6000,"E","RENT",30000,29,"13.5+","0-15"
"9447","0",13125,"B","MORTGAGE",150000,33,"Missing","0-15"
"297","0",9800,"D","RENT",67000,39,"13.5+","0-15"
"1246","0",7700,"A","RENT",24000,25,"8-11","0-15"
"24371","0",15850,"B","RENT",36000,22,"11-13.5","0-15"
"23548","0",8650,"A","RENT",30000,27,"8-11","0-15"
"25285","0",3600,"A","MORTGAGE",44000,25,"8-11","0-15"
"15660","0",2400,"A","RENT",35000,40,"Missing","15-30"
"7231","0",5700,"B","RENT",53000,32,"8-11","0-15"
"893","0",9000,"A","RENT",25600,22,"8-11","0-15"
"25382","0",1500,"C","RENT",55400,26,"11-13.5","0-15"
"4070","0",10000,"A","RENT",36000,41,"0-8","0-15"
"9506","0",5100,"C","RENT",35368,21,"11-13.5","0-15"
"19745","0",10000,"D","MORTGAGE",72000,25,"13.5+","0-15"
"8637","0",14000,"A","RENT",65000,22,"0-8","0-15"
"5761","0",6000,"B","MORTGAGE",120000,30,"8-11","0-15"
"11784","0",4600,"A","MORTGAGE",43971,21,"0-8","30-45"
"16572","0",7200,"B","RENT",21600,26,"8-11","0-15"
"4071","1",3100,"A","MORTGAGE",32000,29,"0-8","0-15"
"2991","0",12000,"D","MORTGAGE",62208,22,"13.5+","15-30"
"22779","0",20000,"B","MORTGAGE",48235,23,"11-13.5","0-15"
"7426","0",6000,"B","RENT",70000,32,"8-11","0-15"
"3528","0",11000,"A","RENT",53000,30,"0-8","0-15"
"310","0",9000,"B","MORTGAGE",47000,28,"11-13.5","0-15"
"5465","0",4500,"A","OWN",41500,27,"0-8","15-30"
"5935","0",4000,"A","RENT",30000,24,"0-8","0-15"
"21267","0",5500,"B","MORTGAGE",30000,22,"8-11","0-15"
"32","0",12000,"A","RENT",62300,25,"0-8","0-15"
"2188","0",12000,"A","MORTGAGE",60000,25,"0-8","0-15"
"11967","0",12000,"A","RENT",68400,26,"0-8","0-15"
"26649","0",6000,"C","OWN",42000,28,"11-13.5","0-15"
"18918","0",25000,"D","MORTGAGE",115000,39,"13.5+","0-15"
"17087","0",3500,"B","MORTGAGE",71000,24,"11-13.5","15-30"
"1284","0",20000,"C","RENT",50000,30,"11-13.5","0-15"
"14704","0",2400,"B","RENT",22800,25,"8-11","0-15"
"21995","0",12000,"A","RENT",120000,27,"Missing","0-15"
"10452","0",25000,"B","MORTGAGE",210000,44,"8-11","Missing"
"8795","0",2400,"D","RENT",36069,27,"13.5+","0-15"
"4525","0",9000,"B","RENT",86250,24,"11-13.5","0-15"
"16657","0",22000,"C","MORTGAGE",50900,22,"Missing","30-45"
"8054","0",6000,"C","RENT",33000,29,"13.5+","0-15"
